Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Type","Material - Core","Inductance","Tolerance","Current Rating (Amps)","Current - Saturation (Isat)","Shielding","DC Resistance (DCR)","Q @ Freq","Frequency - Self Resonant","Ratings","Operating Temperature","Inductance Frequency - Test","Mounting Type","Package / Case","Supplier Device Package","Size / Dimension","Height - Seated (Max)","Features"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2574/MLG Series 0201.jpg","445-172432-2-ND,445-172432-1-ND,445-172432-6-ND","MLG0603P2N2CT000","TDK Corporation","TDK Corporation","FIXED IND 2.2NH 600MA 100MOHM SM","27,260","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG-P","Active","Multilayer","Non-Magnetic","2.2 nH","±0.2nH","600 mA","-","Unshielded","100mOhm Max","14 @ 500MHz","7.5GHz","-","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2574/MLG Series 0201.jpg","445-7822-2-ND,445-7822-1-ND,445-7822-6-ND","MLG0603P6N8JT000","TDK Corporation","TDK Corporation","FIXED IND 6.8NH 300MA 750MOHM SM","16,670","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG-P","Active","Multilayer","Non-Magnetic","6.8 nH","±5%","300 mA","-","Unshielded","750mOhm Max","14 @ 500MHz","4GHz","-","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2574/MLG Series 0201.jpg","445-MLG0603P1N5BT000TR-ND,445-MLG0603P1N5BT000CT-ND,445-MLG0603P1N5BT000DKR-ND","MLG0603P1N5BT000","TDK Corporation","TDK Corporation","FIXED IND 1.5NH 800MA 100MOHM SM","16,493","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG-P","Active","Multilayer","Non-Magnetic","1.5 nH","±0.1nH","800 mA","-","Unshielded","100mOhm Max","14 @ 500MHz","10GHz","-","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2574/MLG Series 0201.jpg","445-7826-2-ND,445-7826-1-ND,445-7826-6-ND","MLG0603P10NJT000","TDK Corporation","TDK Corporation","FIXED IND 10NH 250MA 950MOHM SMD","46,615","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG-P","Active","Multilayer","Non-Magnetic","10 nH","±5%","250 mA","-","Unshielded","950mOhm Max","14 @ 500MHz","4GHz","-","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2574/MLG Series 0201.jpg","445-7813-2-ND,445-7813-1-ND,445-7813-6-ND","MLG0603P3N0ST000","TDK Corporation","TDK Corporation","FIXED IND 3NH 450MA 200 MOHM SMD","28,860","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG-P","Active","Multilayer","Non-Magnetic","3 nH","±0.3nH","450 mA","-","Unshielded","200mOhm Max","14 @ 500MHz","7.5GHz","-","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2574/MLG Series 0201.jpg","445-7823-2-ND,445-7823-1-ND,445-7823-6-ND","MLG0603P7N5JT000","TDK Corporation","TDK Corporation","FIXED IND 7.5NH 300MA 800MOHM SM","17,355","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG-P","Active","Multilayer","Non-Magnetic","7.5 nH","±5%","300 mA","-","Unshielded","800mOhm Max","14 @ 500MHz","4GHz","-","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2574/MLG Series 0201.jpg","445-7838-2-ND,445-7838-1-ND,445-7838-6-ND","MLG0603PR10JT000","TDK Corporation","TDK Corporation","FIXED IND 100NH 80MA 4.5 OHM SMD","80,811","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG-P","Active","Multilayer","Non-Magnetic","100 nH","±5%","80 mA","-","Unshielded","4.5Ohm Max","9 @ 300MHz","900MHz","-","-55°C ~ 125°C","300 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2574/MLG Series 0201.jpg","445-7832-2-ND,445-7832-1-ND,445-7832-6-ND","MLG0603P33NJT000","TDK Corporation","TDK Corporation","FIXED IND 33NH 130MA 2.2 OHM SMD","17,319","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG-P","Active","Multilayer","Non-Magnetic","33 nH","±5%","130 mA","-","Unshielded","2.2Ohm Max","10 @ 300MHz","1.8GHz","-","-55°C ~ 125°C","300 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2574/MLG Series 0201.jpg","445-175370-2-ND,445-175370-1-ND,445-175370-6-ND","MLG0603P1N0BT000","TDK Corporation","TDK Corporation","FIXED IND 1NH 1A 70 MOHM SMD","32,975","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG-P","Active","Multilayer","Non-Magnetic","1 nH","±0.1nH","1 A","-","Unshielded","70mOhm Max","14 @ 500MHz","10GHz","-","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2574/MLG Series 0201.jpg","445-7815-2-ND,445-7815-1-ND,445-7815-6-ND","MLG0603P3N6ST000","TDK Corporation","TDK Corporation","FIXED IND 3.6NH 400MA 200MOHM SM","21,680","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG-P","Active","Multilayer","Non-Magnetic","3.6 nH","±0.3nH","400 mA","-","Unshielded","200mOhm Max","14 @ 500MHz","6.5GHz","-","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2574/MLG Series 0201.jpg","445-7835-2-ND,445-7835-1-ND,445-7835-6-ND","MLG0603P56NJT000","TDK Corporation","TDK Corporation","FIXED IND 56NH 100MA 3.5 OHM SMD","30,647","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG-P","Active","Multilayer","Non-Magnetic","56 nH","±5%","100 mA","-","Unshielded","3.5Ohm Max","10 @ 300MHz","1.4GHz","-","-55°C ~ 125°C","300 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2574/MLG Series 0201.jpg","445-7839-2-ND,445-7839-1-ND,445-7839-6-ND","MLG0603PR12JT000","TDK Corporation","TDK Corporation","FIXED IND 120NH 80MA 5 OHM SMD","26,371","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG-P","Active","Multilayer","Non-Magnetic","120 nH","±5%","80 mA","-","Unshielded","5Ohm Max","9 @ 300MHz","800MHz","-","-55°C ~ 125°C","300 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2574/MLG Series 0201.jpg","445-7830-2-ND,445-7830-1-ND,445-7830-6-ND","MLG0603P22NJT000","TDK Corporation","TDK Corporation","FIXED IND 22NH 150MA 1.9 OHM SMD","36,510","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG-P","Active","Multilayer","Non-Magnetic","22 nH","±5%","150 mA","-","Unshielded","1.9Ohm Max","14 @ 500MHz","2.2GHz","-","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2574/MLG Series 0201.jpg","445-3109-2-ND,445-3109-1-ND,445-3109-6-ND","MLG0603S15NJT000","TDK Corporation","TDK Corporation","FIXED IND 15NH 180MA 1.1 OHM SMD","32,726","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","15 nH","±5%","180 mA","-","Unshielded","1.1Ohm Max","6 @ 100MHz","2.5GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2574/MLG Series 0201.jpg","445-3113-2-ND,445-3113-1-ND,445-3113-6-ND","MLG0603S33NJT000","TDK Corporation","TDK Corporation","FIXED IND 33NH 100MA 1.8 OHM SMD","17,974","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","33 nH","±5%","100 mA","-","Unshielded","1.8Ohm Max","6 @ 100MHz","1.6GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2574/MLG Series 0201.jpg","445-3115-2-ND,445-3115-1-ND,445-3115-6-ND","MLG0603S47NJT000","TDK Corporation","TDK Corporation","FIXED IND 47NH 50MA 2.2 OHM SMD","19,515","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","47 nH","±5%","50 mA","-","Unshielded","2.2Ohm Max","6 @ 100MHz","1.3GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2574/MLG Series 0201.jpg","445-6297-2-ND,445-6297-1-ND,445-6297-6-ND","MLG0603S30NJT000","TDK Corporation","TDK Corporation","FIXED IND 30NH 100MA 1.6 OHM SMD","29,921","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","30 nH","±5%","100 mA","-","Unshielded","1.6Ohm Max","6 @ 100MHz","1.6GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2574/MLG Series 0201.jpg","445-9370-2-ND,445-9370-1-ND,445-9370-6-ND","MLG0603SR18JT000","TDK Corporation","TDK Corporation","FIXED IND 180NH 50MA 8.5 OHM SMD","34,826","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","180 nH","±5%","50 mA","-","Unshielded","8.5Ohm Max","5 @ 100MHz","560MHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603s_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2574/MLG Series 0201.jpg","445-3097-2-ND,445-3097-1-ND,445-3097-6-ND","MLG0603S3N9ST000","TDK Corporation","TDK Corporation","FIXED IND 3.9NH 300MA 400MOHM SM","16,742","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG","Active","Multilayer","Ceramic, Non-Magnetic","3.9 nH","±0.3nH","300 mA","-","Unshielded","400mOhm Max","5 @ 100MHz","5GHz","-","-55°C ~ 125°C","100 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2512/0402 (1005 Metric) MHQ Series.jpg","445-16846-2-ND,445-16846-1-ND,445-16846-6-ND","MHQ0603P33NJT000","TDK Corporation","TDK Corporation","FIXED IND 33NH 160MA 2.8 OHM SMD","38,418","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MHQ-P","Active","Multilayer","Ceramic, Non-Magnetic","33 nH","±5%","160 mA","-","Unshielded","2.8Ohm Max","14 @ 300MHz","1.8GHz","-","-55°C ~ 125°C","300 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.026"" L x 0.014"" W (0.65mm x 0.35mm)","0.016"" (0.40mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2512/0402 (1005 Metric) MHQ Series.jpg","445-16843-2-ND,445-16843-1-ND,445-16843-6-ND","MHQ0603P30NHT000","TDK Corporation","TDK Corporation","FIXED IND 30NH 160MA 2.7 OHM SMD","30,584","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MHQ-P","Active","Multilayer","Ceramic, Non-Magnetic","30 nH","±3%","160 mA","-","Unshielded","2.7Ohm Max","16 @ 500MHz","1.9GHz","-","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.026"" L x 0.014"" W (0.65mm x 0.35mm)","0.016"" (0.40mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2512/0402 (1005 Metric) MHQ Series.jpg","445-16811-2-ND,445-16811-1-ND,445-16811-6-ND","MHQ0603P27NHT000","TDK Corporation","TDK Corporation","FIXED IND 27NH 160MA 2.2 OHM SMD","35,930","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MHQ-P","Active","Multilayer","Ceramic, Non-Magnetic","27 nH","±3%","160 mA","-","Unshielded","2.2Ohm Max","16 @ 500MHz","2GHz","-","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.026"" L x 0.014"" W (0.65mm x 0.35mm)","0.016"" (0.40mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2512/0402 (1005 Metric) MHQ Series.jpg","445-16893-2-ND,445-16893-1-ND,445-16893-6-ND","MHQ0603P4N7CT000","TDK Corporation","TDK Corporation","FIXED IND 4.7NH 350MA 400MOHM SM","44,782","0.11","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MHQ-P","Active","Multilayer","Ceramic, Non-Magnetic","4.7 nH","±0.2nH","350 mA","-","Unshielded","400mOhm Max","16 @ 500MHz","5.5GHz","-","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.026"" L x 0.014"" W (0.65mm x 0.35mm)","0.016"" (0.40mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2512/0402 (1005 Metric) MHQ Series.jpg","445-16901-2-ND,445-16901-1-ND,445-16901-6-ND","MHQ0603P5N6ST000","TDK Corporation","TDK Corporation","FIXED IND 5.6NH 350MA 400MOHM SM","117,432","0.11","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MHQ-P","Active","Multilayer","Ceramic, Non-Magnetic","5.6 nH","±0.3nH","350 mA","-","Unshielded","400mOhm Max","16 @ 500MHz","5GHz","-","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.026"" L x 0.014"" W (0.65mm x 0.35mm)","0.016"" (0.40mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2512/0402 (1005 Metric) MHQ Series.jpg","445-16775-2-ND,445-16775-1-ND,445-16775-6-ND","MHQ0603P1N0BT000","TDK Corporation","TDK Corporation","FIXED IND 1NH 1A 70 MOHM SMD","37,920","0.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MHQ-P","Active","Multilayer","Ceramic, Non-Magnetic","1 nH","±0.1nH","1 A","-","Unshielded","70mOhm Max","-","10GHz","-","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.026"" L x 0.014"" W (0.65mm x 0.35mm)","0.016"" (0.40mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2512/0402 (1005 Metric) MHQ Series.jpg","445-16790-2-ND,445-16790-1-ND,445-16790-6-ND","MHQ0603P1N5BT000","TDK Corporation","TDK Corporation","FIXED IND 1.5NH 800MA 100MOHM SM","40,699","0.13","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MHQ-P","Active","Multilayer","Ceramic, Non-Magnetic","1.5 nH","±0.1nH","800 mA","-","Unshielded","100mOhm Max","16 @ 500MHz","10GHz","-","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.026"" L x 0.014"" W (0.65mm x 0.35mm)","0.016"" (0.40mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603ppa_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/445_0201(0603-Metric).HighQ.jpg","445-174881-2-ND,445-174881-1-ND,445-174881-6-ND","MLG0603PPA2N2CT000","TDK Corporation","TDK Corporation","FIXED IND 2.2NH 1.4A 54MOHM SMD","19,317","0.14","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG-PPA","Active","Multilayer","Ceramic","2.2 nH","±0.2nH","1.4 A","-","Shielded","54mOhm Max","10 @ 500MHz","5.6GHz","-","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603ppa_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/445_0201(0603-Metric).HighQ.jpg","445-174882-2-ND,445-174882-1-ND,445-174882-6-ND","MLG0603PPA2N7CT000","TDK Corporation","TDK Corporation","FIXED IND 2.7NH 1.3A 65MOHM SMD","40,851","0.14","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG-PPA","Active","Multilayer","Ceramic","2.7 nH","±0.2nH","1.3 A","-","Shielded","65mOhm Max","10 @ 500MHz","5.5GHz","-","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603ppa_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/445_0201(0603-Metric).HighQ.jpg","445-174883-2-ND,445-174883-1-ND,445-174883-6-ND","MLG0603PPA3N3CT000","TDK Corporation","TDK Corporation","FIXED IND 3.3NH 1.2A 80MOHM SMD","37,633","0.14","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG-PPA","Active","Multilayer","Ceramic","3.3 nH","±0.2nH","1.2 A","-","Shielded","80mOhm Max","10 @ 500MHz","4.5GHz","-","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603ppa_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/445_0201(0603-Metric).HighQ.jpg","445-174884-2-ND,445-174884-1-ND,445-174884-6-ND","MLG0603PPA3N9CT000","TDK Corporation","TDK Corporation","FIXED IND 3.9NH 1A 100 MOHM SMD","16,039","0.14","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG-PPA","Active","Multilayer","Ceramic","3.9 nH","±0.2nH","1 A","-","Shielded","100mOhm Max","10 @ 500MHz","4.4GHz","-","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603ppa_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/445_0201(0603-Metric).HighQ.jpg","445-174885-2-ND,445-174885-1-ND,445-174885-6-ND","MLG0603PPA4N7JT000","TDK Corporation","TDK Corporation","FIXED IND 4.7NH 900MA 138MOHM SM","17,871","0.14","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG-PPA","Active","Multilayer","Ceramic","4.7 nH","±5%","900 mA","-","Shielded","138mOhm Max","10 @ 500MHz","3.9GHz","-","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mlg0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2574/MLG Series 0201.jpg","445-172431-2-ND,445-172431-1-ND,445-172431-6-ND","MLG0603P2N0CT000","TDK Corporation","TDK Corporation","FIXED IND 2NH 600MA 100 MOHM SMD","23,287","0.14","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MLG-P","Active","Multilayer","Non-Magnetic","2 nH","±0.2nH","600 mA","-","Unshielded","100mOhm Max","14 @ 500MHz","8.5GHz","-","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.013"" (0.33mm)","-"
"https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_high-frequency_mhq0603p_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/738/MFG_MHQ-P.jpg","445-180009-2-ND,445-180009-1-ND,445-180009-6-ND","MHQ0603P1N5BTD25","TDK Corporation","TDK Corporation","FIXED IND 1.5NH 800MA 100MOHM SM","16,428","0.14","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MHQ-P","Active","Multilayer","Ceramic, Non-Magnetic","1.5 nH","±0.1nH","800 mA","-","Unshielded","100mOhm Max","16 @ 500MHz","10GHz","AEC-Q200","-55°C ~ 125°C","500 MHz","Surface Mount","0201 (0603 Metric)","0201 (0603 Metric)","0.026"" L x 0.014"" W (0.65mm x 0.35mm)","0.016"" (0.40mm)","-"
